,signature,body,docstring,id
49001,@ExternalKotlinTargetApi fun IdeDependencyResolver(resolvers: Iterable<IdeDependencyResolver?>): IdeDependencyResolver,"{
    val resolversList = resolvers.filterNotNull()
    if (resolversList.isEmpty()) return IdeDependencyResolver.empty
    return IdeCompositeDependencyResolver(resolversList)
}","/**

 * Creates a composite [IdeDependencyResolver] from the specified [resolvers]

 * Resolvers that are `null` will be ignored.

 * The composite will preserve the order and invoke the [resolvers] in the same order as specified.

 * The resulting set of dependencies will be the superset of all results of individual resolvers.

 */",f15731:m203
13988,"@SinceKotlin(""1.3"") public actual fun CharArray.concatToString(): String","unsafeStringFromCharArray(this, 0, size)","/**

 * Concatenates characters in this [CharArray] into a String.

 */",f3713:m669
27496,"fun getIncrementalProcessorsFromClasspath(names: Set<String>, classpath: Iterable<File>): Map<String, DeclaredProcType>","{
    val finalValues = mutableMapOf<String, DeclaredProcType>()
    classpath.forEach { entry ->
        val fromEntry = processSingleClasspathEntry(entry)
        fromEntry.filter { names.contains(it.key) }.forEach { finalValues[it.key] = it.value }
        if (finalValues.size == names.size) return finalValues
    }
    return finalValues
}",/** Checks the incremental annotation processor information for the annotation processor classpath. */,f9699:m35
16750,"fun lazyResolveWithCallableMembers(target: FirRegularClass, toPhase: FirResolvePhase)","{
    lazyResolve(target, toPhase, LLFirResolveDesignationCollector::getDesignationToResolveWithCallableMembers)
}","/**

     * Lazily resolves the [target] with all callable members to a given [toPhase].

     *

     * Might resolve additional required declarations.

     *

     * Resolution is performed under the lock specific to each declaration that is going to be resolved.

     */",f4163:m89
58945,public fun CharSequence.dropLast(n: Int): CharSequence,"{
    require(n >= 0) { ""Requested character count $n is less than zero."" }
    return take((length - n).coerceAtLeast(0))
}","/**

 * Returns a subsequence of this char sequence with the last [n] characters removed.

 * 

 * @throws IllegalArgumentException if [n] is negative.

 * 

 * @sample samples.text.Strings.drop

 */",f17097:m693
64140,@kotlin.internal.IntrinsicConstEvaluation public override fun toDouble(): Double,wasm_f64_convert_i32_s(this.toInt()),"/**

     * Converts this [Short] value to [Double].

     *

     * The resulting `Double` value represents the same numerical value as this `Short`.

     */",f17455:m1705
34346,"@Suppress(""unused"") @kotlin.native.internal.ExportForCppRuntime(""Konan_create_testSuite"") internal fun setupXCTestSuite(): XCTestSuite","{
    val nativeTestSuite = XCTestSuite.testSuiteWithName(TOP_LEVEL_SUITE)
    val args = testArguments(TEST_ARGUMENTS_KEY)
    testSettings = TestProcessor(GeneratedSuites.suites, args).process()
    check(::testSettings.isInitialized) { ""Test settings wasn't set. Check provided arguments and test suites"" }
    XCTestObservationCenter.sharedTestObservationCenter.addTestObserver(NativeTestObserver(testSettings))
    if (testSettings.runTests) {
        testSettings.testSuites.generate().forEach { nativeTestSuite.addTest(it) }
        @Suppress(""UNCHECKED_CAST"") check(testSettings.testSuites.size == (nativeTestSuite.tests as List<XCTest>).size) { ""The amount of generated XCTest suites should be equal to Kotlin test suites"" }
    }
    return nativeTestSuite
}","/**

 * This is an entry-point of XCTestSuites and XCTestCases generation.

 * Function returns the XCTest's top level TestSuite that holds all the test cases

 * with K/N tests.

 * This test suite can be run by either native launcher compiled to bundle or

 * by the other test suite (e.g. compiled as a framework).

 */",f11291:m55
57985,"@PublishedApi @SinceKotlin(""1.3"") internal fun getProgressionLastElement(start: UInt, end: UInt, step: Int): UInt","when {
    step > 0 -> if (start >= end) end else end - differenceModulo(end, start, step.toUInt())
    step < 0 -> if (start <= end) end else end + differenceModulo(start, end, (-step).toUInt())
    else -> throw kotlin.IllegalArgumentException(""Step is zero."")
}","/**

 * Calculates the final element of a bounded arithmetic progression, i.e. the last element of the progression which is in the range

 * from [start] to [end] in case of a positive [step], or from [end] to [start] in case of a negative

 * [step].

 *

 * No validation on passed parameters is performed. The given parameters should satisfy the condition:

 *

 * - either `step > 0` and `start <= end`,

 * - or `step < 0` and `start >= end`.

 *

 * @param start first element of the progression

 * @param end ending bound for the progression

 * @param step increment, or difference of successive elements in the progression

 * @return the final element of the progression

 * @suppress

 */",f17054:m41
56237,"@SinceKotlin(""1.5"") @kotlin.internal.InlineOnly @kotlin.internal.IntrinsicConstEvaluation public inline fun Int.floorDiv(other: Short): Int",this.floorDiv(other.toInt()),"/** Divides this value by the other value, flooring the result to an integer that is closer to negative infinity. */",f16842:m353
63620,"@SinceKotlin(""1.1"") @kotlin.internal.InlineOnly public actual inline fun maxOf(a: Byte, b: Byte): Byte","{
    return maxOf(a.toInt(), b.toInt()).toByte()
}","/**

 * Returns the greater of two values.

 */",f17406:m47
58611,"@Deprecated(""This `contains` operation mixing integer and floating point arguments has ambiguous semantics and is going to be removed."") @DeprecatedSinceKotlin(warningSince = ""1.3"", errorSince = ""1.4"", hiddenSince = ""1.5"") @kotlin.jvm.JvmName(""byteRangeContains"") public operator fun ClosedRange<Byte>.contains(value: Float): Boolean","{
    return value.toByteExactOrNull().let { if (it != null) contains(it) else false }
}","/**

 * Checks if the specified [value] belongs to this range.

 */",f17092:m947
14239,public fun decrementAndGet(): Int,this::value.getAndAddField(-1) - 1,"/**

     * Atomically decrements the current value by one and returns the new value.

     */",f3762:m123
54761,"@Suppress(""NOTHING_TO_INLINE"") public actual inline operator fun BooleanArray.plus(elements: BooleanArray): BooleanArray","{
    return primitiveArrayConcat(this, elements)
}","/**

 * Returns an array containing all elements of the original array and then all elements of the given [elements] array.

 */",f16713:m3035
14948,"@SinceKotlin(""1.3"") @Suppress(""ACTUAL_FUNCTION_WITH_DEFAULT_ARGUMENTS"") public actual fun LongArray.fill(element: Long, fromIndex: Int = 0, toIndex: Int = size): Unit","{
    arrayFill(this, fromIndex, toIndex, element)
}","/**

 * Fills this array or its subrange with the specified [element] value.

 * 

 * @param fromIndex the start of the range (inclusive) to fill, 0 by default.

 * @param toIndex the end of the range (exclusive) to fill, size of this array by default.

 * 

 * @throws IndexOutOfBoundsException if [fromIndex] is less than zero or [toIndex] is greater than the size of this array.

 * @throws IllegalArgumentException if [fromIndex] is greater than [toIndex].

 */",f3831:m3831
52609,override fun equals(other: Any?): Boolean,"{
    if (other === this) return true
    if (other !is Set<*>) return false
    return AbstractSet.setEquals(this, other)
}","/**

     * Compares this set with another set instance with the unordered structural equality.

     *

     * @return `true`, if [other] instance is a [Set] of the same size, all elements of which are contained in this set.

     */",f16550:m33
56277,public operator fun contains(value: T): Boolean,value >= start && value < endExclusive,"/**

     * Checks whether the specified [value] belongs to the range.

     *

     * A value belongs to the open-ended range if it is greater than or equal to the [start] bound and strictly less than the [endExclusive] bound.

     */",f16846:m115
13635,public operator fun rangeTo(other: Short): IntRange,"IntRange(this, other.toInt())",/** Creates a range from this value to the specified [other] value. */,f3686:m2339
20283,public fun substitute(type: KtType): KtType,withValidityAssertion { substituteOrNull(type) ?: type },"/**

     * substitutes type parameters in a given type corresponding to internal mapping rules.

     *

     * @return substituted type if there was at least one substitution, [type] itself if there was no type parameter to substitute

     */",f5812:m49
67380,private fun transformUrlToFile(url: URL),url.toURI().toPath().toFile(),"/**

 * Transforms a given URL to a File object with proper handling of escapable characters like whitespace, hashbang.

 *

 * Example: URL containing ""some%20path"" should be transformed to a File object pointing to ""some path""

 */",f19188:m117
52688,"internal fun <T> sortArrayWith(array: Array<out T>, fromIndex: Int, toIndex: Int, comparator: Comparator<T>)","{
    if (fromIndex < toIndex - 1) {
        @Suppress(""UNCHECKED_CAST"") mergeSort(array as Array<T>, fromIndex, toIndex - 1, comparator)
    }
}","/**

 * Sorts the subarray specified by [fromIndex] (inclusive) and [toIndex] (exclusive) parameters

 * using the merge sort algorithm with the given [comparator].

 */",f16557:m725
20241,public fun KtExpression.evaluate(mode: KtConstantEvaluationMode): KtConstantValue?,"withValidityAssertion { analysisSession.compileTimeConstantProvider.evaluate(this, mode) }","/**

     * Tries to evaluate the provided expression using the specified mode.

     * Returns a [KtConstantValue] if the expression evaluates to a compile-time constant, otherwise returns null..

     */",f5801:m81
21777,private fun getExpectedTypeOfIndexingParameter(expression: PsiElement): KtType?,"{
    val arrayAccessExpression = expression.unwrapQualified<KtArrayAccessExpression> { arrayAccessExpression, currentExpression -> currentExpression in arrayAccessExpression.indexExpressions } ?: return null
    val firCall = arrayAccessExpression.getOrBuildFirSafe<FirFunctionCall>(firResolveSession) ?: return null
    val firArgument = firCall.argumentList.arguments.firstOrNull { it.psi == expression } ?: return null
    val argumentsToParameters = firCall.argumentsToSubstitutedValueParameters(substituteWithErrorTypes = false) ?: return null
    return argumentsToParameters[firArgument]?.substitutedType?.asKtType()
}","/**

     * Expected type of the indexing parameter in array access, for example, in the following code:

     * ```

     * val map = mapOf<Int, String>()

     * map[k] = v

     * ```

     * `k` is indexing parameter and its expected type is `Int`.

     */",f8638:m503
41433,@Test fun testExistingStorageIsProperlyModifiedOnSuccess(),"{
    val storageRoot = workingDir.resolve(""storage"")
    val key1 = LookupSymbolKey(""a"", ""a"")
    val key2 = LookupSymbolKey(""b"", ""b"")
    val key3 = LookupSymbolKey(""c"", ""c"")
    val key4 = LookupSymbolKey(""d"", ""d"")
    val key5 = LookupSymbolKey(""e"", ""e"")
    withLookupMapInTransaction(storageRoot, useInMemoryWrapper = false, successful = true) {
        it[key1] = setOf(1, 2)
        it[key2] = setOf(1, 2)
        it[key3] = setOf(1)
    }
    withLookupMapInTransaction(storageRoot, useInMemoryWrapper = true, successful = true) {
        it.append(key1, setOf(3))
        it.remove(key2)
        it[key3] = setOf(5)
        it.append(key4, setOf(4))
        it.append(key5, setOf(5))
    }
    withLookupMapInTransaction(storageRoot, useInMemoryWrapper = false, successful = true) {
        assertEquals(setOf(1, 2, 3), it[key1])
        assertNull(it[key2])
        assertEquals(setOf(5), it[key3])
        assertEquals(setOf(4), it[key4])
        assertEquals(setOf(5), it[key5])
    }
    withLookupMapInTransaction(storageRoot, useInMemoryWrapper = true, successful = true) {
        it.clear()
        it.append(key1, setOf(4))
    }
    withLookupMapInTransaction(storageRoot, useInMemoryWrapper = false, successful = true) {
        assertEquals(setOf(4), it[key1])
        assertNull(it[key2])
        assertNull(it[key3])
        assertNull(it[key4])
        assertNull(it[key5])
    }
}","/**

     * Covered scenarios:

     * - By existing key

     *   - set (key3)

     *   - append (key1)

     *   - remove (key2)

     * - By non-existing key

     *   - set (key5)

     *   - append (key4)

     * - clean

     */",f13038:m95
